,user_id,card_index,card_brand,card_type,card_number,expires,cvv,has_chip,cards_issued,credit_limit,acct_open_date,year_pin_last_changed,card_on_dark_web
19,80884e14-f347-48c3-8848-768e4c33d693,0,Mastercard,Debit,07914e2a2ee2f81121b08809c416ea3b,01/2022,886,YES,1,$34900,12/1999,2012,No
20,709c2790-8f93-4e27-83fb-dad9ea3647c3,0,Visa,Credit,d201d928eddc201a61b1a5f634b36fc1,09/2021,074,YES,2,$9900,01/2002,2019,No
21,709c2790-8f93-4e27-83fb-dad9ea3647c3,1,Visa,Debit,a956c3879b4af359573f4cecf96b583a,07/2013,865,YES,2,$21587,09/2007,2007,No
22,709c2790-8f93-4e27-83fb-dad9ea3647c3,2,Visa,Credit,80e20a7b7f05acda000d01ae683e2d35,11/2022,922,YES,2,$15800,11/2005,2011,No
23,fddc40fe-3311-4cb4-aaf4-44f0c4085ac7,0,Mastercard,Debit,1c355c59abbb710e38ab0e43a0e7c674,04/2022,861,YES,1,$29964,06/2005,2014,No
24,fddc40fe-3311-4cb4-aaf4-44f0c4085ac7,1,Mastercard,Credit,e065aa959d927fe51d7d983c84fe48d9,07/2023,686,YES,2,$11200,09/2010,2010,No
25,fddc40fe-3311-4cb4-aaf4-44f0c4085ac7,2,Mastercard,Debit,bac58b83d818001d2dbef8767032ea18,12/2021,669,NO,2,$26753,10/2014,2014,No
26,f0f1033b-aaa1-4e81-aa02-ed10b788a08d,0,Visa,Debit,e4239b50bb97a9eb15ee4c74c511cc6b,05/2023,689,NO,2,$17480,01/2020,2020,No
27,ca371403-8abe-459b-873b-0aa1e61557a5,0,Mastercard,Debit,d2171b70aaea6d24d503fb1714c23afa,09/2021,396,YES,2,$26546,11/2009,2009,No
28,ca371403-8abe-459b-873b-0aa1e61557a5,1,Mastercard,Debit,100146c7a0790662c71e860bc7e0b898,01/2021,356,YES,1,$23253,09/2017,2017,No
29,ca371403-8abe-459b-873b-0aa1e61557a5,2,Visa,Credit,312dd4c2d3dd2c0161cd98986a758f06,02/2021,497,YES,1,$16100,01/2005,2014,No
30,ca371403-8abe-459b-873b-0aa1e61557a5,3,Visa,Credit,677ac1926ad734293f3ee6fa88a718f8,02/2021,921,YES,2,$8700,01/2012,2012,No
31,ca371403-8abe-459b-873b-0aa1e61557a5,4,Mastercard,Debit,2a055ce74fb831e2ef81b96f0ea9d58b,01/2019,922,YES,1,$29333,05/2012,2012,No
32,eda2429c-2528-4ab0-9ba0-ec0f541433db,0,Mastercard,Debit,032a20d8ef46e3f065004fe7d885d215,07/2024,265,YES,2,$9496,07/2009,2012,No
33,558c8102-cfcb-4434-9b0c-d982335d69f7,0,Visa,Debit,b5d37c07a7fa2cdf1688fed3c9e2c6f3,07/2021,930,YES,1,$25499,02/2020,2020,No
34,558c8102-cfcb-4434-9b0c-d982335d69f7,1,Visa,Debit,198b89c9a8f60d993634d9c70146ea09,02/2020,358,YES,1,$18641,02/2020,2020,No
35,c52853cb-be5a-4bc3-a55f-e0c5e2817d65,0,Visa,Debit,dcee29685cfc67fe087bb23b07a0d67e,05/2023,995,YES,1,$26019,01/2020,2020,No
36,d63abf59-6080-4176-8bfd-7f0cec6db0e7,0,Mastercard,Debit,dec6591459ab8d989865d1207471fbca,01/2021,547,YES,1,$25845,02/2020,2020,No
37,53246cc8-aab3-4799-a2d1-41073007a4b4,0,Visa,Debit,b30854910645bd2d287db40adbf56c69,06/2023,064,YES,2,$2365,01/2007,2009,No
38,53246cc8-aab3-4799-a2d1-41073007a4b4,1,Mastercard,Debit,998d14937ef953d680aaa220e2d7baaa,06/2023,419,YES,2,$18684,07/2006,2017,No
39,53246cc8-aab3-4799-a2d1-41073007a4b4,2,Visa,Credit,959827c5a05cdcbe7014ec4d4d769303,02/2021,364,NO,2,$7400,02/2020,2020,No
40,b5ae0f0d-e43e-4171-90b7-0fbf03a1009d,0,Mastercard,Debit,f24ff5c96668a9343d1d086d11dda047,12/2024,145,YES,2,$4147,12/2008,2016,No
41,baf86d6a-36eb-4021-87ee-35ccce735873,0,Visa,Debit (Prepaid),c2e51cbfa02db89ebbe69a020079c24a,04/2022,385,YES,1,$76,12/2012,2012,No
42,baf86d6a-36eb-4021-87ee-35ccce735873,1,Discover,Credit,470d64ccba728a258d5c09ccef04461e,01/2009,105,NO,1,$4700,12/2008,2014,No
43,baf86d6a-36eb-4021-87ee-35ccce735873,2,Visa,Credit,7983dc2bac183002c29100313cebccaa,06/2021,433,YES,2,$5800,08/2007,2011,No
44,baf86d6a-36eb-4021-87ee-35ccce735873,3,Mastercard,Debit,996debee218f5b0293243681264101e4,03/2024,754,YES,2,$12082,08/2016,2016,No
45,baf86d6a-36eb-4021-87ee-35ccce735873,4,Mastercard,Credit,2588587ac2e46e98e3453ef2245476a0,03/2023,741,NO,2,$6000,06/2002,2010,No
46,baf86d6a-36eb-4021-87ee-35ccce735873,5,Visa,Debit,bc7c501097da6f1649eccc4ceb1cc6cd,11/2009,367,YES,1,$620,02/2002,2014,No
47,58662f47-fa59-493b-9f44-2745858a30f4,0,Mastercard,Debit,da72431e8d333ed3adf5e37cd5920e70,08/2022,879,YES,1,$14499,01/2008,2008,No
48,58662f47-fa59-493b-9f44-2745858a30f4,1,Mastercard,Debit,7ffc441b655a8aef747e5527a223c644,07/2023,457,YES,2,$12332,08/2007,2009,No
49,58662f47-fa59-493b-9f44-2745858a30f4,2,Mastercard,Debit,cf7f9bd52e2511e347dcb0fa621971f1,09/2024,904,YES,1,$18424,08/2013,2013,No
50,58662f47-fa59-493b-9f44-2745858a30f4,3,Visa,Credit,103101f0baf48172b397d061666b2fa0,07/2023,149,NO,1,$15400,08/2003,2008,No
51,58662f47-fa59-493b-9f44-2745858a30f4,4,Visa,Debit,3576a4ade3e696d55f0121563442ec5e,02/2022,136,YES,2,$14548,08/2007,2013,No
52,58662f47-fa59-493b-9f44-2745858a30f4,5,Mastercard,Credit,fdffe577553c08a6638a0574bb966516,12/2016,740,YES,2,$10100,09/2016,2016,No
53,afcb480a-6eb0-4b49-a69c-2fd82950c5c5,0,Discover,Credit,25b04bfc0322a60af8d200db3a6fd49d,04/2011,416,YES,1,$11200,02/2004,2008,No
54,afcb480a-6eb0-4b49-a69c-2fd82950c5c5,1,Mastercard,Debit,2ca92008eb13181c8f017fe9a1bdd41a,10/2024,240,YES,2,$20291,12/2009,2011,No
55,afcb480a-6eb0-4b49-a69c-2fd82950c5c5,2,Visa,Debit,a56e40629a8b66dc19335543ef2b9c4e,08/2018,852,YES,1,$32092,01/2006,2010,No
56,afcb480a-6eb0-4b49-a69c-2fd82950c5c5,3,Mastercard,Debit,2aac73abf6123355f7826b03ec5e938a,02/2020,217,YES,1,$20463,01/2020,2020,No
57,e4198209-e8d0-448a-b3bd-ba7e1fce830f,0,Visa,Debit,847f230819e643394af8aab9dced3f41,08/2022,738,YES,1,$15802,01/2020,2020,No
58,e4198209-e8d0-448a-b3bd-ba7e1fce830f,1,Visa,Debit,1fc2fddff1ffd11c8b904c0bce560a49,02/2020,314,NO,2,$4612,02/2020,2020,No
59,e4198209-e8d0-448a-b3bd-ba7e1fce830f,2,Discover,Credit,b19d4692677e0587fcee9c54d9c67c0b,07/2020,675,YES,2,$19900,01/2020,2020,No
60,4b04dd2f-0107-438c-ae72-2efe638d8dae,0,Mastercard,Debit (Prepaid),7d812661de04c6f2b02c60a93fa91062,10/2020,042,YES,1,$73,02/2000,2012,No
61,4b04dd2f-0107-438c-ae72-2efe638d8dae,1,Mastercard,Debit,0bdae1438f32aa6c1bcd47d01f1825c3,01/2024,024,YES,1,$11858,09/2009,2010,No
62,4b04dd2f-0107-438c-ae72-2efe638d8dae,2,Mastercard,Debit,207acb199804e70746d5f18af8bf9a84,03/2005,749,YES,1,$9664,01/1998,2011,No
63,4b04dd2f-0107-438c-ae72-2efe638d8dae,3,Mastercard,Debit,05ddf779f1d3b8316f492d23d173db5a,06/2020,810,YES,1,$8367,03/2009,2009,No
64,4b04dd2f-0107-438c-ae72-2efe638d8dae,4,Visa,Credit,4b5e3beb88887aa350563b71f25e27ae,06/2022,135,YES,2,$6100,02/2004,2009,No
65,6ccd6f7a-c155-44d3-8eca-54a8c6fb63bd,0,Mastercard,Debit,c345a7edba5684afc5c178fb31a238b4,02/2020,630,YES,3,$9944,02/2020,2020,No
66,6ccd6f7a-c155-44d3-8eca-54a8c6fb63bd,1,Visa,Credit,707273d173403b7405caf8a69176c8e7,01/2020,771,YES,1,$7900,01/2020,2020,No
67,6ccd6f7a-c155-44d3-8eca-54a8c6fb63bd,2,Visa,Credit,3781929afa53296b6121f06eaacd7510,12/2020,201,YES,1,$5600,02/2020,2020,No
68,ae3b668a-e677-4a15-82a7-5f4e7c052778,0,Visa,Debit,d1387ce594c9368b86b041dd194b03e7,08/2023,580,YES,1,$68400,01/2020,2020,No
69,ae3b668a-e677-4a15-82a7-5f4e7c052778,1,Mastercard,Debit,d3256ca91fddd9b5d131ce308abba2bd,04/2023,437,YES,2,$77237,01/2020,2020,No
70,0e0dea55-6c4f-4ea0-af82-c7421015e3a9,0,Visa,Debit,4bdbe072e2422a3dcef7c789c2c639b5,08/2024,701,YES,2,$4488,07/2002,2015,No
71,0e0dea55-6c4f-4ea0-af82-c7421015e3a9,1,Visa,Credit,14f07a4ee969e211423e029b43b1b0af,02/2020,499,YES,2,$12500,11/2014,2014,No
72,d0547a2b-08a1-4fda-a136-2527caaee76f,0,Mastercard,Debit,632253d827d8770187c5a7724398d3d5,12/2020,734,YES,2,$23432,09/2001,2008,No
73,d0547a2b-08a1-4fda-a136-2527caaee76f,1,Amex,Credit,5a2b486d54f9a4008eae8ca568b43249,05/2022,447,YES,2,$8800,05/2005,2011,No
74,04ac53c7-a8db-4233-af11-063e698166c5,0,Mastercard,Credit,f0be69eaf176fec4f7e68b1ae2c34eb9,02/2020,886,YES,2,$12100,02/2020,2020,No
75,4f20b4bf-14d7-4574-99ed-a05f37ac20ed,0,Mastercard,Debit,d400574f95305f4cc042238f20023dbe,02/2020,931,YES,1,$9708,01/2020,2020,No
76,4f20b4bf-14d7-4574-99ed-a05f37ac20ed,1,Amex,Credit,860139965d8def6247f8a99846f680a9,11/2021,683,YES,2,$12000,07/2009,2011,No
77,4f20b4bf-14d7-4574-99ed-a05f37ac20ed,2,Mastercard,Debit,53c0d41db1af2ebdfdb0378461aaf9a6,11/2023,230,YES,1,$11973,03/2012,2012,No
78,d4f21fc1-7893-4195-8a06-4b88d525aac8,0,Mastercard,Debit,f963380641400e07fdcf5c73ebcb59e8,02/2022,658,YES,2,$13601,10/2006,2014,No
79,d4f21fc1-7893-4195-8a06-4b88d525aac8,1,Mastercard,Credit,d9fbfa61eb8410231864e616b816c812,01/2024,849,YES,2,$7800,02/2020,2020,No
80,471aa575-a7a7-4cab-925e-9187fcfe3be2,0,Visa,Debit,fe4cc7256566e9a56f3ffacc12c5a1a0,10/2023,790,YES,2,$17816,08/2008,2016,No
81,47c3ed7d-3e1b-438a-8964-1ff06e994ff6,0,Mastercard,Debit,e532d88f74549bbc107ed21a4f445715,03/2021,625,NO,2,$17707,10/2010,2010,No
82,47c3ed7d-3e1b-438a-8964-1ff06e994ff6,1,Amex,Credit,02585cfdda5508e0f05972b2fe9626bb,11/2020,002,YES,1,$9500,05/2005,2009,No
83,c0226c47-a556-4221-b9e5-c7578f0e98ee,0,Mastercard,Debit,521dcd92808577ca95915e7f564c3b24,01/2022,182,YES,1,$19110,05/2010,2011,No
84,c0226c47-a556-4221-b9e5-c7578f0e98ee,1,Mastercard,Debit,ff6e174cc1403bb1c0b0816f35eb7b1c,08/2023,196,YES,1,$13428,10/2016,2016,No
85,c0226c47-a556-4221-b9e5-c7578f0e98ee,2,Mastercard,Debit,5040b4f7a454c6ab4b4ed57cb606b280,06/2022,043,YES,1,$24608,08/2005,2009,No
86,c0226c47-a556-4221-b9e5-c7578f0e98ee,3,Mastercard,Debit,2adfdc7af3793dcfd7b3609e189f04ac,09/2022,111,YES,1,$13441,01/2008,2011,No
87,5a680c95-73e4-419b-8a9a-adbe8ac9d935,0,Mastercard,Debit (Prepaid),b3a2421010098d9cac172a02d6c3b9b2,02/2020,788,YES,2,$74,01/2020,2020,No
88,bf1864f2-4c78-479b-84ce-9755cefc272a,0,Mastercard,Debit,9e750a6679d4261d91f485d5ed7d4e42,10/2012,674,YES,1,$17872,06/2008,2008,No
89,bf1864f2-4c78-479b-84ce-9755cefc272a,1,Mastercard,Credit,2354ba960ce5c13aabbb8b7b2d3cdaf3,09/2022,425,YES,1,$12900,12/2003,2010,No
90,bf1864f2-4c78-479b-84ce-9755cefc272a,2,Mastercard,Debit,e0768654db1e3a03650e080114f804e9,05/2024,052,YES,2,$25264,03/2006,2020,No
91,bf1864f2-4c78-479b-84ce-9755cefc272a,3,Mastercard,Debit,66226a2e92ef20f5bcfe10cb77da6a86,12/2022,920,YES,2,$20634,03/2005,2007,No
92,e8d8f344-c7f8-4bb3-b6c9-39b386a33a5a,0,Visa,Credit,6a74e8d4194b6c2bf5db78307d741396,04/2007,656,YES,2,$12200,12/2006,2010,No
93,e8d8f344-c7f8-4bb3-b6c9-39b386a33a5a,1,Visa,Credit,aecd4e07f80b6e7386123acb84ffcddd,02/2010,221,YES,2,$5500,01/2008,2008,No
94,a8484eca-b1c2-443e-877e-11968e8b9dc2,0,Visa,Credit,b26e990d73a0cf0cddfac313c80dd252,03/2020,281,NO,2,$6600,02/2020,2020,No
95,a8484eca-b1c2-443e-877e-11968e8b9dc2,1,Mastercard,Debit,33e79d86b69d33a3dec41702775ea8fb,11/2020,890,YES,1,$25815,12/2017,2017,No
96,d23aa267-e34d-4a3f-8871-6b34b6e27aa4,0,Amex,Credit,2d20640c5274d917774d268a4a26460d,06/2021,527,YES,2,$8400,01/2014,2014,No
97,d23aa267-e34d-4a3f-8871-6b34b6e27aa4,1,Mastercard,Debit,5127db859b2d599b1352a4e97838c37e,02/2020,525,YES,1,$21628,03/2001,2008,No
98,d23aa267-e34d-4a3f-8871-6b34b6e27aa4,2,Mastercard,Debit,f2c0b53551ceb574015fc95ea6b29cc8,10/2021,412,YES,1,$24232,07/2009,2009,No
99,3b4acbd8-dddb-48fb-ba4d-b3664e3f880d,0,Mastercard,Debit,458fa857b8ad70333fef7ceac407e18d,11/2023,339,YES,2,$10775,02/2009,2010,No
100,3b4acbd8-dddb-48fb-ba4d-b3664e3f880d,1,Mastercard,Debit (Prepaid),3111182d3435a02e6b9f1e3f97dcb1b6,02/2020,598,YES,2,$105,06/2007,2013,No
101,5efc317d-2d5c-498f-934a-5f8efe52002a,0,Visa,Credit,3eba04ee6ee5563ca6181d13a5d485c7,01/2021,221,NO,2,$7100,11/2010,2010,No
102,5efc317d-2d5c-498f-934a-5f8efe52002a,1,Mastercard,Debit,93c3e4dba9b6a557fce9bcb4aeb35be2,07/2024,951,YES,1,$29351,11/2005,2007,No
103,5efc317d-2d5c-498f-934a-5f8efe52002a,2,Mastercard,Debit,237eb7532b0636e381873b4a74219a99,03/2020,835,YES,2,$15125,04/2008,2012,No
104,5efc317d-2d5c-498f-934a-5f8efe52002a,3,Mastercard,Credit,def04ce94c0d1f327fc916140d14bf70,11/2021,865,YES,2,$8000,11/2003,2008,No
105,5efc317d-2d5c-498f-934a-5f8efe52002a,4,Mastercard,Debit (Prepaid),ae706069ddcb995ade06f6bebc235416,05/2011,994,YES,1,$83,11/2010,2010,No
106,4108110b-0b4a-4420-8d51-460f166e4ab0,0,Amex,Credit,e131fa9ff74841c46cc2c1a23ff7469c,01/2024,536,YES,2,$23700,07/2012,2012,No
107,ac38c342-32a3-4ad9-ab65-9f2f2f042ebe,0,Visa,Credit,83d4d8a1980cd13040c98aab25748a3e,02/2024,986,YES,2,$700,12/2016,2016,No
108,151cb057-bf2b-4fb7-8704-56ab80bf4cf9,0,Mastercard,Debit,e39a1173e44cd0907d3947b57748afd1,07/2024,594,YES,2,$7488,07/2006,2016,No
109,990265b7-338a-486c-920f-7e2f06f43069,0,Visa,Credit,4ed44f89a66d7e089cbda7ae765e278b,01/2002,225,NO,1,$24900,02/1999,2010,No
110,990265b7-338a-486c-920f-7e2f06f43069,1,Mastercard,Debit,7bf92dd66add1960a1ff766ab9874a35,06/2021,638,YES,2,$30971,03/2005,2020,No
111,990265b7-338a-486c-920f-7e2f06f43069,2,Amex,Credit,f69baa813b114e97c8a8d9053fec3944,01/2024,343,YES,1,$24400,01/2020,2020,No
112,990265b7-338a-486c-920f-7e2f06f43069,3,Mastercard,Debit,f7b215a576bdcd2caa4f6e4b2c3299c0,02/2020,599,YES,2,$53549,01/2020,2020,No
113,990265b7-338a-486c-920f-7e2f06f43069,4,Visa,Debit,4f43edfc1f0899ea16d6ff0a1259645d,09/2018,573,YES,1,$53036,10/2013,2013,No
114,990265b7-338a-486c-920f-7e2f06f43069,5,Mastercard,Debit,922cc70f22b1e4166dc36d872492b9ea,12/2024,300,YES,1,$35750,08/2011,2011,No
115,990265b7-338a-486c-920f-7e2f06f43069,6,Visa,Debit,cbd0c8942a54aa0bbdf980f94e2cf165,07/2021,902,YES,1,$33375,03/2013,2013,No
116,40d899de-aa9e-428c-84a1-503fa36e18c4,0,Visa,Debit (Prepaid),8a3874b8457b93200120c03b45579fa0,07/2023,858,YES,2,$22,12/2010,2010,No
117,40d899de-aa9e-428c-84a1-503fa36e18c4,1,Discover,Credit,46f79ddd4473d9bd0775bc7082bec0af,11/2020,608,YES,1,$13100,08/2014,2014,No
118,40d899de-aa9e-428c-84a1-503fa36e18c4,2,Visa,Debit,91db15bce48b14da580a8ac5bec8ec36,10/2024,440,YES,1,$16516,07/2003,2011,No
119,40d899de-aa9e-428c-84a1-503fa36e18c4,3,Mastercard,Credit,0626d8f81c791b9a12ce206436d67ea6,07/2016,906,YES,1,$15700,05/2004,2011,No
120,40d899de-aa9e-428c-84a1-503fa36e18c4,4,Mastercard,Debit,0b570733231593c77f6b6bd93ffb371a,05/2024,474,YES,1,$21058,08/2003,2007,No
121,6fcce8ae-8890-44a5-bd36-4d59cc59e9c7,0,Visa,Debit,cbc0f11e17735d27335312332af88f30,10/2023,543,YES,2,$36425,01/2002,2004,No
122,6fcce8ae-8890-44a5-bd36-4d59cc59e9c7,1,Visa,Debit (Prepaid),5b4163d5b464bfd66b1e364d8fec9521,03/2021,585,YES,2,$91,12/2016,2016,No
123,6fcce8ae-8890-44a5-bd36-4d59cc59e9c7,2,Mastercard,Credit,5e220ca40f1b02240155f130914fdccd,09/2021,379,YES,1,$13400,04/2005,2014,No
124,6fcce8ae-8890-44a5-bd36-4d59cc59e9c7,3,Mastercard,Credit,a40ecb583a0b674fa4a6f9c4bbcfcd40,04/2021,037,YES,2,$21600,04/2010,2010,No
125,774bf1ef-afe8-406e-9358-6cf9b8bdade1,0,Mastercard,Debit,f26fefae46cffc38d0a889bc5b8cc9ff,02/2020,012,NO,1,$9090,02/2020,2020,No
126,9004eac8-ecf4-4215-b4d0-5c7ded2d64c3,0,Visa,Debit,cf58d7f7c683d54e85e879f3e08495ae,02/2023,846,NO,1,$25942,11/2012,2012,No
127,9004eac8-ecf4-4215-b4d0-5c7ded2d64c3,1,Mastercard,Credit,937258ff5a3f10f950662f4ee81677ba,07/2019,614,YES,2,$10700,02/2003,2013,No
128,9004eac8-ecf4-4215-b4d0-5c7ded2d64c3,2,Mastercard,Credit,9d30603f77274047a885e1c255c17e6a,07/2022,630,YES,2,$4900,02/2020,2020,No
129,0ce001e2-9187-4958-9cc5-64e409644cba,0,Mastercard,Credit,45a477ec9eaf24d91f77a951bcb2b132,04/2022,587,NO,1,$18100,02/2020,2020,No
130,5d243f95-9d2c-4ba6-991f-a426d11cace3,0,Amex,Credit,5fec972bc793391f7147abeb9e6472b7,03/2024,659,YES,2,$7200,01/2020,2020,No
131,edadad45-c5cd-487a-aaed-24b8445b7b66,0,Mastercard,Debit,07f51e1a84a632f8c9239fce620f90e7,02/2020,546,YES,2,$22660,07/2004,2007,No
132,edadad45-c5cd-487a-aaed-24b8445b7b66,1,Discover,Credit,cb5659442bb9a410c540148640abfe7c,12/2022,588,YES,1,$19800,05/2011,2011,No
133,edadad45-c5cd-487a-aaed-24b8445b7b66,2,Mastercard,Credit,27353fe95f2b18a358562b6daef1d3d3,11/2024,820,YES,2,$15500,01/2005,2014,No
134,edadad45-c5cd-487a-aaed-24b8445b7b66,3,Visa,Debit (Prepaid),359bf1c641c9a7452130519d6a861890,06/2023,458,YES,1,$13,01/2005,2008,No
135,edadad45-c5cd-487a-aaed-24b8445b7b66,4,Mastercard,Debit,90a9807f021213b9f0eac6769150bd14,06/2021,526,YES,2,$4317,07/2001,2011,No
136,0ba2967a-a952-47ca-aae5-26df476f4b0a,0,Mastercard,Debit,7b812d185bf930897b0780d4480ce8e3,12/2021,553,NO,1,$14719,03/2000,2008,No
137,0ba2967a-a952-47ca-aae5-26df476f4b0a,1,Mastercard,Debit,ff81342bead0797654fc706da2884d44,05/2021,593,YES,1,$9532,09/2017,2017,No
138,0ba2967a-a952-47ca-aae5-26df476f4b0a,2,Mastercard,Credit,0af33c47143af8a15786fb041f51ddf1,03/2020,486,YES,1,$10900,07/2006,2014,No
139,440d4212-67e7-49b1-a6a0-60a2bf01579e,0,Mastercard,Credit,6f824730a7b80780d834e7d5d48d439c,09/2024,428,YES,2,$6200,11/2001,2012,No
140,440d4212-67e7-49b1-a6a0-60a2bf01579e,1,Mastercard,Debit,0c22e2a2c997d48067c30bb6baa12f6f,12/2012,043,YES,2,$2903,11/2005,2011,No
141,440d4212-67e7-49b1-a6a0-60a2bf01579e,2,Mastercard,Debit,92adb33be0926ff8227f43cbadb8e4a8,10/2020,803,YES,2,$4355,12/1999,2010,No
142,5f75b031-3eb4-4574-9978-fc244a723e8c,0,Mastercard,Debit,e5ca535e316a1dd97cbcc36ce11fc54a,04/2021,126,YES,1,$28963,11/2007,2012,No
143,5f75b031-3eb4-4574-9978-fc244a723e8c,1,Mastercard,Debit,2e052a9eaa9e140ece5010e4d8d97a89,12/2022,667,YES,2,$20913,05/2016,2016,No
144,5f75b031-3eb4-4574-9978-fc244a723e8c,2,Mastercard,Debit,210c0c773b7144d70e9d6ee683f4b5aa,07/2024,170,YES,1,$23344,02/2010,2010,No
145,5f75b031-3eb4-4574-9978-fc244a723e8c,3,Mastercard,Debit,af656d595878c7b62962d0c75af90290,01/2020,882,YES,2,$33642,10/2016,2016,No
146,b24473ea-4804-4505-9f13-fd756bf1610c,0,Mastercard,Debit,c5a9f055dc9ac44b8a2339f90379c0f0,01/2022,681,YES,1,$14695,09/2010,2011,No
147,01598693-3b8a-424c-b7e1-e7f6a1119702,0,Mastercard,Credit,03df9518833fb0a8708a7693126a59cd,09/2023,510,YES,1,$13200,01/2007,2015,No
148,01598693-3b8a-424c-b7e1-e7f6a1119702,1,Visa,Debit,ec36fa8ef7cc6b63848642a51cdb7b1d,01/2020,173,YES,1,$29950,09/2008,2013,No
149,01598693-3b8a-424c-b7e1-e7f6a1119702,2,Visa,Credit,c5edf4e8500b541dd25df75dfe5db619,07/2024,768,YES,2,$4600,12/2007,2011,No
150,9de85973-838e-4ba1-bf43-8b4e52636ff9,0,Mastercard,Debit,465957cac92688c219eff89b0d42eb8f,12/2022,092,YES,1,$10051,04/2002,2011,No
151,9de85973-838e-4ba1-bf43-8b4e52636ff9,1,Mastercard,Debit,19e5513fb8dae80f270b67dd5a7f7f86,12/2015,729,YES,2,$9796,02/2003,2013,No
152,8a7f3460-13e4-4613-bde1-9cde9904f4d1,0,Mastercard,Debit,550b5f5686e62669311df288b3eededa,10/2021,957,YES,1,$17826,10/2009,2009,No
153,8a7f3460-13e4-4613-bde1-9cde9904f4d1,1,Mastercard,Debit,4fcf705899afa94fe705d636701db981,11/2024,778,YES,1,$19086,12/2006,2009,No
154,8a7f3460-13e4-4613-bde1-9cde9904f4d1,2,Visa,Debit,fa15493ac2b9525c299a929fa65979b0,06/2024,265,YES,2,$17345,10/2014,2014,No
155,8a7f3460-13e4-4613-bde1-9cde9904f4d1,3,Visa,Debit,49c75afa7199ca77029e16c2d74e4818,09/2020,923,YES,2,$17976,02/2013,2013,No
